Store,id,res_id,City,StreetNa_1,ADDRESS,House_Num1,House_Num2,House_Num3,House_Num4,House_Num5,House_Num6,Build_type,adres_full,Cell,Y,X,car,pedestrian,Status,Type,Year_buld,floors,flats,Matwalls,people,Key_Accou,Bus
KFC Belorusskaya Moscow,5003000001,0,Москва,1905 года,10А стр 1,10А, , ,стр,1,стр 1,Нежил,"Москва, 1905 года, 10А стр 1",C7,"37,55948","55,767437",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000002,0,Москва,1905 года,10 стр 1,10, , ,стр,1,стр 1,Нежил,"Москва, 1905 года, 10 стр 1",C7,"37,558619","55,768026",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000003,0,Москва,1905 года,10 стр 2,10, , ,стр,2,стр 2,Нежил,"Москва, 1905 года, 10 стр 2",C7,"37,559036","55,768156",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000004,0,Москва,1905 года,10 стр 3,10, , ,стр,3,стр 3,Нежил,"Москва, 1905 года, 10 стр 3",C7,"37,559463","55,767834",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000005,0,Москва,1905 года,11 стр 1,11, , ,стр,1,стр 1,Жил,"Москва, 1905 года, 11 стр 1",C7,"37,560528","55,764881",5,0,active, ,1960,10,68,блок,171, ,0
KFC Belorusskaya Moscow,5003000006,0,Москва,1905 года,14 стр 1,14, , ,стр,1,стр 1,Нежил,"Москва, 1905 года, 14 стр 1",C7,"37,557262","55,769156",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000007,0,Москва,1905 года,15,15, , , , , ,Жил,"Москва, 1905 года, 15",C7,"37,559866","55,765486",5,0,active, ,2003,17,170,панель,427, ,0
KFC Belorusskaya Moscow,5003000008,0,Москва,1905 года,16,16, , , , , ,Жил,"Москва, 1905 года, 16",C8,"37,556308","55,771257",5,0,active, ,1960,5,64,кирпич,161, ,0
KFC Belorusskaya Moscow,5003000009,0,Москва,1905 года,17,17, , , , , ,Жил,"Москва, 1905 года, 17",C7,"37,55929","55,766098",5,0,active, ,2003,17,170,панель,427, ,0
KFC Belorusskaya Moscow,5003000010,0,Москва,1905 года,19,19, , , , , ,Жил,"Москва, 1905 года, 19",C7,"37,558631","55,766709",5,0,active, ,2003,17,170,панель,427, ,0
KFC Belorusskaya Moscow,5003000011,0,Москва,1905 года,21,21, , , , , ,Жил,"Москва, 1905 года, 21",C7,"37,557959","55,767306",5,0,active, ,2003,17,170,панель,427, ,0
KFC Belorusskaya Moscow,5003000012,0,Москва,1905 года,23,23, , , , , ,Жил,"Москва, 1905 года, 23",C7,"37,557403","55,7679",5,0,active, ,1999,14,162,панель,407, ,0
KFC Belorusskaya Moscow,5003000013,0,Москва,1905 года,25,25, , , , , ,Жил,"Москва, 1905 года, 25",C7,"37,556575","55,768339",5,0,active, ,1965,8,84,кирпич,211, ,0
KFC Belorusskaya Moscow,5003000015,0,Москва,1905 года,4,4, , , , , ,Жил,"Москва, 1905 года, 4",C7,"37,56158","55,765201",5,0,active, ,1960,8,127,кирпич,319, ,15
KFC Belorusskaya Moscow,5003000016,0,Москва,1905 года,4 стр 2,4, , ,стр,2,стр 2,Нежил,"Москва, 1905 года, 4 стр 2",C7,"37,561789","55,76441",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000017,0,Москва,1905 года,6 стр 1,6, , ,стр,1,стр 1,Нежил,"Москва, 1905 года, 6 стр 1",C7,"37,560566","55,766243",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000018,0,Москва,1905 года,8,8, , , , , ,Нежил,"Москва, 1905 года, 8",C7,"37,560117","55,767084",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000019,0,Москва,1905 года,9,9, , , , , ,Нежил,"Москва, 1905 года, 9",C7,"37,560287","55,764112",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000020,0,Москва,1905 года,9 стр 1,9, , ,стр,1,стр 1,Жил,"Москва, 1905 года, 9 стр 1",C7,"37,56009","55,763797",5,0,active, ,1960,10,66,блок,166, ,0
KFC Belorusskaya Moscow,5003000021,0,Москва,1905 года,9 стр 2,9, , ,стр,2,стр 2,Жил,"Москва, 1905 года, 9 стр 2",C7,"37,560231","55,764307",5,0,active, ,1960,10,56,блок,141, ,0
KFC Belorusskaya Moscow,5003000022,0,Москва,Беговая,10,10, , , , , ,Жил,"Москва, Беговая, 10",D3,"37,556271","55,776558",10,0,active, ,1960,5,30,кирпич,80, ,0
KFC Belorusskaya Moscow,5003000023,0,Москва,Беговая,12,12, , , , , ,Нежил,"Москва, Беговая, 12",D3,"37,556983","55,776702",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000024,0,Москва,Беговая,14,14, , , , , ,Жил,"Москва, Беговая, 14",D3,"37,556327","55,777044",10,0,active, ,1960,5,78,кирпич,209, ,0
KFC Belorusskaya Moscow,5003000025,0,Москва,Беговая,16,16, , , , , ,Жил,"Москва, Беговая, 16",D3,"37,556959","55,777375",10,0,active, ,1960,5,30,кирпич,80, ,0
KFC Belorusskaya Moscow,5003000026,0,Москва,Беговая,18 кор 1,18,кор,1, , , ,Жил,"Москва, Беговая, 18 кор 1",D3,"37,55702","55,77787",10,0,active, ,1960,5,58,кирпич,155, ,0
KFC Belorusskaya Moscow,5003000027,0,Москва,Беговая,18 кор 2,18,кор,2, , , ,Жил,"Москва, Беговая, 18 кор 2",D3,"37,557905","55,777656",10,0,active, ,1970,14,103,кирпич,276, ,0
KFC Belorusskaya Moscow,5003000028,0,Москва,Беговая,2,2, , , , , ,Жил,"Москва, Беговая, 2",D3,"37,556154","55,774872",5,0,active, ,1958,8,139,кирпич,373, ,0
KFC Belorusskaya Moscow,5003000029,0,Москва,Беговая,20 кор 1,20,кор,1, , , ,Жил,"Москва, Беговая, 20 кор 1",D3,"37,557478","55,778415",10,0,active, ,1960,5,40,кирпич,107, ,0
KFC Belorusskaya Moscow,5003000030,0,Москва,Беговая,20 кор 2,20,кор,2, , , ,Жил,"Москва, Беговая, 20 кор 2",D3,"37,557966","55,778151",10,0,active, ,1960,5,40,кирпич,107, ,0
KFC Belorusskaya Moscow,5003000031,0,Москва,Беговая,22,22, , , , , ,Нежил,"Москва, Беговая, 22",D3,"37,559504","55,778834",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000032,0,Москва,Беговая,22 стр 1,22, , ,стр,1,стр 1,Нежил,"Москва, Беговая, 22 стр 1",D3,"37,566895","55,780322",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000033,0,Москва,Беговая,22 стр 10,22, , ,стр,10,стр 10,Нежил,"Москва, Беговая, 22 стр 10",D3,"37,566199","55,778427",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000034,0,Москва,Беговая,22 стр 11,22, , ,стр,11,стр 11,Нежил,"Москва, Беговая, 22 стр 11",D3,"37,565057","55,778279",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000035,0,Москва,Беговая,22 стр 12,22, , ,стр,12,стр 12,Нежил,"Москва, Беговая, 22 стр 12",D3,"37,566628","55,776208",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000036,0,Москва,Беговая,22 стр 13,22, , ,стр,13,стр 13,Нежил,"Москва, Беговая, 22 стр 13",D3,"37,565375","55,776125",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000037,0,Москва,Беговая,22 стр 14,22, , ,стр,14,стр 14,Нежил,"Москва, Беговая, 22 стр 14",D3,"37,564304","55,775978",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000038,0,Москва,Беговая,22 стр 15,22, , ,стр,15,стр 15,Нежил,"Москва, Беговая, 22 стр 15",D3,"37,563497","55,776361",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000039,0,Москва,Беговая,22 стр 16,22, , ,стр,16,стр 16,Нежил,"Москва, Беговая, 22 стр 16",D3,"37,566103","55,780178",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000040,0,Москва,Беговая,22 стр 17,22, , ,стр,17,стр 17,Нежил,"Москва, Беговая, 22 стр 17",D3,"37,564901","55,777109",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000041,0,Москва,Беговая,22 стр 17А,22, , ,стр,17А,стр 17А,Нежил,"Москва, Беговая, 22 стр 17А",D3,"37,566043","55,777481",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000042,0,Москва,Беговая,22 стр 18,22, , ,стр,18,стр 18,Нежил,"Москва, Беговая, 22 стр 18",D3,"37,558256","55,774605",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000043,0,Москва,Беговая,22 стр 2,22, , ,стр,2,стр 2,Нежил,"Москва, Беговая, 22 стр 2",D3,"37,568354","55,779665",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000044,0,Москва,Беговая,22 стр 20,22, , ,стр,20,стр 20,Нежил,"Москва, Беговая, 22 стр 20",D3,"37,568645","55,778023",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000045,0,Москва,Беговая,22 стр 21,22, , ,стр,21,стр 21,Нежил,"Москва, Беговая, 22 стр 21",D3,"37,568498","55,775757",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000046,0,Москва,Беговая,22 стр 22,22, , ,стр,22,стр 22,Нежил,"Москва, Беговая, 22 стр 22",D3,"37,568069","55,775878",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000047,0,Москва,Беговая,22 стр 23,22, , ,стр,23,стр 23,Нежил,"Москва, Беговая, 22 стр 23",D3,"37,5692","55,77617",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000048,0,Москва,Беговая,22 стр 24,22, , ,стр,24,стр 24,Нежил,"Москва, Беговая, 22 стр 24",D3,"37,566895","55,777251",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000049,0,Москва,Беговая,22 стр 25,22, , ,стр,25,стр 25,Нежил,"Москва, Беговая, 22 стр 25",D3,"37,566317","55,776541",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000050,0,Москва,Беговая,22 стр 27,22, , ,стр,27,стр 27,Нежил,"Москва, Беговая, 22 стр 27",D3,"37,569692","55,778707",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000051,0,Москва,Беговая,22 стр 28,22, , ,стр,28,стр 28,Нежил,"Москва, Беговая, 22 стр 28",D3,"37,568036","55,779203",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000052,0,Москва,Беговая,22 стр 29,22, , ,стр,29,стр 29,Нежил,"Москва, Беговая, 22 стр 29",D3,"37,569043","55,77828",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000053,0,Москва,Беговая,22 стр 3,22, , ,стр,3,стр 3,Нежил,"Москва, Беговая, 22 стр 3",D3,"37,569904","55,777468",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000054,0,Москва,Беговая,22 стр 30,22, , ,стр,30,стр 30,Нежил,"Москва, Беговая, 22 стр 30",D3,"37,55847","55,777259",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000055,0,Москва,Беговая,22 стр 31,22, , ,стр,31,стр 31,Нежил,"Москва, Беговая, 22 стр 31",D3,"37,559932","55,774579",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000056,0,Москва,Беговая,22 стр 4,22, , ,стр,4,стр 4,Нежил,"Москва, Беговая, 22 стр 4",D3,"37,565776","55,775337",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000057,0,Москва,Беговая,22 стр 5,22, , ,стр,5,стр 5,Нежил,"Москва, Беговая, 22 стр 5",D3,"37,563406","55,775051",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000058,0,Москва,Беговая,22 стр 6,22, , ,стр,6,стр 6,Нежил,"Москва, Беговая, 22 стр 6",D3,"37,557701","55,77498",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000059,0,Москва,Беговая,22 стр 7,22, , ,стр,7,стр 7,Нежил,"Москва, Беговая, 22 стр 7",D3,"37,5681","55,776831",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000060,0,Москва,Беговая,22 стр 8,22, , ,стр,8,стр 8,Нежил,"Москва, Беговая, 22 стр 8",D3,"37,567635","55,777545",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000061,0,Москва,Беговая,22 стр 9,22, , ,стр,9,стр 9,Нежил,"Москва, Беговая, 22 стр 9",D3,"37,566979","55,778031",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000062,0,Москва,Беговая,24,24, , , , , ,Жил,"Москва, Беговая, 24",D3,"37,559091","55,780096",10,0,active, ,1929,6,95,кирпич,255, ,0
KFC Belorusskaya Moscow,5003000063,0,Москва,Беговая,26,26, , , , , ,Жил,"Москва, Беговая, 26",D3,"37,560257","55,780873",10,0,active, ,1993,13,91,кирпич,244, ,0
KFC Belorusskaya Moscow,5003000064,0,Москва,Беговая,28,28, , , , , ,Жил,"Москва, Беговая, 28",D3,"37,560923","55,781424",10,0,active, ,1973,13,137,кирпич,367, ,0
KFC Belorusskaya Moscow,5003000065,0,Москва,Беговая,2А стр 1,2А, , ,стр,1,стр 1,Нежил,"Москва, Беговая, 2А стр 1",D3,"37,559228","55,774662",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000066,0,Москва,Беговая,2Б,2Б, , , , , ,Нежил,"Москва, Беговая, 2Б",D3,"37,55486","55,774331",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000067,0,Москва,Беговая,2 стр 2,2, , ,стр,2,стр 2,Нежил,"Москва, Беговая, 2 стр 2",D3,"37,557287","55,774952",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000068,0,Москва,Беговая,32,32, , , , , ,Жил,"Москва, Беговая, 32",D3,"37,562602","55,782775",10,0,active, ,1929,7,122,кирпич,327, ,0
KFC Belorusskaya Moscow,5003000069,0,Москва,Беговая,34,34, , , , , ,Жил,"Москва, Беговая, 34",D3,"37,564244","55,783598",5,0,active, ,1978,13,234,панель,627, ,15
KFC Belorusskaya Moscow,5003000070,0,Москва,Беговая,4,4, , , , , ,Жил,"Москва, Беговая, 4",D3,"37,554962","55,77533",5,0,active, ,1938,7,73,кирпич,196, ,0
KFC Belorusskaya Moscow,5003000071,0,Москва,Беговая,6,6, , , , , ,Жил,"Москва, Беговая, 6",D3,"37,555745","55,77627",5,0,active, ,2000,12,88,панель,236, ,0
KFC Belorusskaya Moscow,5003000072,0,Москва,Беговая,6 кор 1,6,кор,1, , , ,Нежил,"Москва, Беговая, 6 кор 1",D3,"37,556611","55,775631",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000073,0,Москва,Беговая,6 кор 2,6,кор,2, , , ,Жил,"Москва, Беговая, 6 кор 2",D3,"37,557587","55,77545",10,0,active, ,1970,14,112,кирпич,300, ,0
KFC Belorusskaya Moscow,5003000074,0,Москва,Беговая,6 кор 3,6,кор,3, , , ,Жил,"Москва, Беговая, 6 кор 3",D3,"37,557568","55,775989",10,0,active, ,1970,14,112,кирпич,300, ,0
KFC Belorusskaya Moscow,5003000075,0,Москва,Беговая,6 кор 4,6,кор,4, , , ,Жил,"Москва, Беговая, 6 кор 4",D3,"37,557894","55,776658",10,0,active, ,1970,14,110,кирпич,295, ,0
KFC Belorusskaya Moscow,5003000076,0,Москва,Беговая аллея,11,11, , , , , ,Нежил,"Москва, Беговая аллея, 11",D3,"37,561224","55,780615",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000077,0,Москва,Беговая аллея,3,3, , , , , ,Жил,"Москва, Беговая аллея, 3",D3,"37,565255","55,78295",10,0,active, ,1958,8,224,кирпич,600, ,0
KFC Belorusskaya Moscow,5003000078,0,Москва,Беговая аллея,3А,3А, , , , , ,Нежил,"Москва, Беговая аллея, 3А",D3,"37,564874","55,783264",10,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000079,0,Москва,Беговая аллея,3А стр 2,3А, , ,стр,2,стр 2,Нежил,"Москва, Беговая аллея, 3А стр 2",D3,"37,565411","55,783708",10,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000080,0,Москва,Беговая аллея,5 кор 1,5,кор,1, , , ,Жил,"Москва, Беговая аллея, 5 кор 1",D3,"37,563398","55,782227",10,0,active, ,1960,5,80,кирпич,214, ,0
KFC Belorusskaya Moscow,5003000081,0,Москва,Беговая аллея,5 кор 2,5,кор,2, , , ,Жил,"Москва, Беговая аллея, 5 кор 2",D3,"37,564359","55,78209",10,0,active, ,1983,12,48,кирпич,129, ,0
KFC Belorusskaya Moscow,5003000082,0,Москва,Беговая аллея,5 кор 3,5,кор,3, , , ,Жил,"Москва, Беговая аллея, 5 кор 3",D3,"37,565125","55,781884",10,0,active, ,1983,12,48,кирпич,129, ,0
KFC Belorusskaya Moscow,5003000083,0,Москва,Беговая аллея,7А,7А, , , , , ,Нежил,"Москва, Беговая аллея, 7А",D3,"37,56414","55,781099",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000084,0,Москва,Беговая аллея,7Б,7Б, , , , , ,Нежил,"Москва, Беговая аллея, 7Б",D3,"37,56483","55,781401",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000085,0,Москва,Беговая аллея,7 кор 2,7,кор,2, , , ,Жил,"Москва, Беговая аллея, 7 кор 2",D3,"37,564221","55,781504",10,0,active, ,1969,9,72,кирпич,193, ,0
KFC Belorusskaya Moscow,5003000086,0,Москва,Беговая аллея,9,9, , , , , ,Жил,"Москва, Беговая аллея, 9",D3,"37,563103","55,781536",10,0,active, ,1969,9,72,кирпич,193, ,0
KFC Belorusskaya Moscow,5003000087,0,Москва,Беговая аллея,9А,9А, , , , , ,Нежил,"Москва, Беговая аллея, 9А",D3,"37,562074","55,781344",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000088,0,Москва,Большая Грузинская,13/2,13/2, , , , , ,Жил,"Москва, Большая Грузинская, 13/2",C6,"37,575555","55,765865",5,0,active, ,1960,4,8,кирпич,20, ,0
KFC Belorusskaya Moscow,5003000089,0,Москва,Большая Грузинская,1 стр 106,1, , ,стр,106,стр 106,Нежил,"Москва, Большая Грузинская, 1 стр 106",C6,"37,574732","55,762216",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000090,0,Москва,Большая Грузинская,1 стр 17,1, , ,стр,17,стр 17,Нежил,"Москва, Большая Грузинская, 1 стр 17",C6,"37,575608","55,762675",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000091,0,Москва,Большая Грузинская,1 стр 5,1, , ,стр,5,стр 5,Нежил,"Москва, Большая Грузинская, 1 стр 5",C6,"37,574809","55,764985",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000092,0,Москва,Большая Грузинская,1 стр 79,1, , ,стр,79,стр 79,Нежил,"Москва, Большая Грузинская, 1 стр 79",C6,"37,574717","55,76262",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000093,0,Москва,Большая Декабрьская,1,1, , , , , ,Жил,"Москва, Большая Декабрьская, 1",C7,"37,559683","55,764605",5,0,active, ,2005,22,84,монолит,211, ,0
KFC Belorusskaya Moscow,5003000094,0,Москва,Большая Декабрьская,10,10, , , , , ,Жил,"Москва, Большая Декабрьская, 10",C7,"37,555856","55,767795",5,0,active, ,2004,12,109,моно-кирп,274, ,0
KFC Belorusskaya Moscow,5003000095,0,Москва,Большая Декабрьская,1А,1А, , , , , ,Нежил,"Москва, Большая Декабрьская, 1А",C7,"37,558931","55,764952",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000096,0,Москва,Большая Декабрьская,2,2, , , , , ,Нежил,"Москва, Большая Декабрьская, 2",C7,"37,558846","55,765772",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000097,0,Москва,Большая Декабрьская,3 стр 1,3, , ,стр,1,стр 1,Нежил,"Москва, Большая Декабрьская, 3 стр 1",C7,"37,557641","55,765118",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000098,0,Москва,Большая Декабрьская,3 стр 3,3, , ,стр,3,стр 3,Нежил,"Москва, Большая Декабрьская, 3 стр 3",C7,"37,556202","55,765504",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000099,0,Москва,Большая Декабрьская,4,4, , , , , ,Жил,"Москва, Большая Декабрьская, 4",C7,"37,557765","55,766368",10,0,active, ,2001,12,238,панель,597, ,0
KFC Belorusskaya Moscow,5003000100,0,Москва,Большая Декабрьская,5,5, , , , , ,Нежил,"Москва, Большая Декабрьская, 5",C7,"37,558114","55,765527",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000101,0,Москва,Большая Декабрьская,6,6, , , , , ,Жил,"Москва, Большая Декабрьская, 6",C7,"37,556612","55,767067",10,0,active, ,1960,5,30,кирпич,75, ,0
KFC Belorusskaya Moscow,5003000102,0,Москва,Большая Декабрьская,7 стр 3,7, , ,стр,3,стр 3,Нежил,"Москва, Большая Декабрьская, 7 стр 3",C7,"37,557626","55,765791",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000103,0,Москва,Большая Декабрьская,8,8, , , , , ,Жил,"Москва, Большая Декабрьская, 8",C7,"37,556072","55,767301",10,0,active, ,1974,9,83,кирпич,208, ,0
KFC Belorusskaya Moscow,5003000104,0,Москва,Большая Декабрьская,9 стр 1,9, , ,стр,1,стр 1,Нежил,"Москва, Большая Декабрьская, 9 стр 1",C7,"37,557138","55,766055",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000105,0,Москва,Большая Декабрьская,вл 13,13, , , , , ,Нежил,"Москва, Большая Декабрьская, вл 13",C7,"37,554942","55,767242",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003000106,0,Москва,Большой Тишинский переулок,12,12, , , , , ,Жил,"Москва, Большой Тишинский переулок, 12",B6,"37,575915","55,769104",5,15,active, ,1978,10,77,кирпич,193, ,15
KFC Belorusskaya Moscow,5003000107,0,Москва,Большой Тишинский переулок,19 стр 1,19, , ,стр,1,стр 1,Нежил,"Москва, Большой Тишинский переулок, 19 стр 1",C6,"37,575696","55,768562",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000108,0,Москва,Большой Тишинский переулок,22,22, , , , , ,Жил,"Москва, Большой Тишинский переулок, 22",B6,"37,574954","55,769228",5,15,active, ,1940,6,36,кирпич,90, ,15
KFC Belorusskaya Moscow,5003000109,0,Москва,Большой Тишинский переулок,24,24, , , , , ,Жил,"Москва, Большой Тишинский переулок, 24",B6,"37,573985","55,769239",5,15,active, ,1960,9,40,кирпич,100, ,15
KFC Belorusskaya Moscow,5003000110,0,Москва,Большой Тишинский переулок,26 кор 13-14,26,кор,13-14, , , ,Жил,"Москва, Большой Тишинский переулок, 26 кор 13-14",B6,"37,574334","55,769827",5,15,active, ,1956,6,96,кирпич,241, ,15
KFC Belorusskaya Moscow,5003000111,0,Москва,Большой Тишинский переулок,26 кор 15-16,26,кор,15-16, , , ,Жил,"Москва, Большой Тишинский переулок, 26 кор 15-16",B6,"37,575408","55,770029",5,15,active, ,1940,6,94,кирпич,236, ,15
KFC Belorusskaya Moscow,5003000112,0,Москва,Большой Тишинский переулок,30/44 стр 1,30/44, , ,стр,1,стр 1,Нежил,"Москва, Большой Тишинский переулок, 30/44 стр 1",B6,"37,572793","55,769472",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000113,0,Москва,Большой Тишинский переулок,37,37, , , , , ,Жил,"Москва, Большой Тишинский переулок, 37",C6,"37,570126","55,76902",5,15,active, ,1970,12,84,блок,211, ,15
KFC Belorusskaya Moscow,5003000114,0,Москва,Большой Тишинский переулок,37 стр 2,37, , ,стр,2,стр 2,Нежил,"Москва, Большой Тишинский переулок, 37 стр 2",C6,"37,570606","55,768966",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000115,0,Москва,Большой Тишинский переулок,38,38, , , , , ,Нежил,"Москва, Большой Тишинский переулок, 38",B6,"37,570861","55,769989",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000116,0,Москва,Большой Тишинский переулок,38 стр 1,38, , ,стр,1,стр 1,Жил,"Москва, Большой Тишинский переулок, 38 стр 1",B6,"37,569905","55,769706",5,15,active, ,1960,11,80,кирпич,201, ,15
KFC Belorusskaya Moscow,5003000117,0,Москва,Большой Тишинский переулок,38 стр 2,38, , ,стр,2,стр 2,Нежил,"Москва, Большой Тишинский переулок, 38 стр 2",B6,"37,569442","55,769568",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000118,0,Москва,Большой Тишинский переулок,38 стр 2А,38, , ,стр,2А,стр 2А,Нежил,"Москва, Большой Тишинский переулок, 38 стр 2А",B6,"37,571349","55,769725",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000119,0,Москва,Большой Тишинский переулок,39,39, , , , , ,Нежил,"Москва, Большой Тишинский переулок, 39",C6,"37,569716","55,768628",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000120,0,Москва,Большой Тишинский переулок,40 стр 1,40, , ,стр,1,стр 1,Жил,"Москва, Большой Тишинский переулок, 40 стр 1",B6,"37,567922","55,76973",5,15,active, ,1960,5,93,кирпич,233, ,15
KFC Belorusskaya Moscow,5003000121,0,Москва,Большой Тишинский переулок,40 стр 2,40, , ,стр,2,стр 2,Жил,"Москва, Большой Тишинский переулок, 40 стр 2",B6,"37,569074","55,769833",5,15,active, ,1970,9,72,блок,181, ,15
KFC Belorusskaya Moscow,5003000122,0,Москва,Большой Тишинский переулок,41,41, , , , , ,Жил,"Москва, Большой Тишинский переулок, 41",C6,"37,568997","55,769101",5,0,active, ,1970,12,84,блок,211, ,15
KFC Belorusskaya Moscow,5003000123,0,Москва,Большой Тишинский переулок,43,43, , , , , ,Жил,"Москва, Большой Тишинский переулок, 43",C6,"37,568023","55,769147",5,15,active, ,1970,12,84,блок,211, ,15
KFC Belorusskaya Moscow,5003000124,0,Москва,Большой Тишинский переулок,43/20 стр 2,43/20, , ,стр,2,стр 2,Нежил,"Москва, Большой Тишинский переулок, 43/20 стр 2",C6,"37,567301","55,769273",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000125,0,Москва,Большой Тишинский переулок,43А стр 1,43А, , ,стр,1,стр 1,Нежил,"Москва, Большой Тишинский переулок, 43А стр 1",C6,"37,566355","55,768993",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003000132,0,Москва,Верхняя,14,14, , , , , ,Жил,"Москва, Верхняя, 14",C9,"37,575342","55,778263",5,15,active, ,1970,9,72,кирпич,193, ,15
