Store,id,res_id,City,StreetNa_1,ADDRESS,House_Num1,House_Num2,House_Num3,House_Num4,House_Num5,House_Num6,Build_type,adres_full,Cell,Y,X,car,pedestrian,Status,Type,Year_buld,floors,flats,Matwalls,people,Key_Accou,Bus
KFC Belorusskaya Moscow,5003001033,0,Москва,Звенигородское шоссе,18/20,18/20, , , , , ,Нежил,"Москва, Звенигородское шоссе, 18/20",C7,"37,555749","55,764825",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001034,0,Москва,Звенигородское шоссе,18/20 кор 2,18/20,кор,2, , , ,Нежил,"Москва, Звенигородское шоссе, 18/20 кор 2",C7,"37,557049","55,764121",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001035,0,Москва,Звенигородское шоссе,18/20 кор 3,18/20,кор,3, , , ,Нежил,"Москва, Звенигородское шоссе, 18/20 кор 3",C7,"37,556227","55,764831",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001036,0,Москва,Звенигородское шоссе,20 стр 1,20, , ,стр,1,стр 1,Нежил,"Москва, Звенигородское шоссе, 20 стр 1",C7,"37,554328","55,764449",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001037,0,Москва,Звенигородское шоссе,20 стр 2,20, , ,стр,2,стр 2,Нежил,"Москва, Звенигородское шоссе, 20 стр 2",C7,"37,55308","55,764595",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001038,0,Москва,Звенигородское шоссе,20 стр 3,20, , ,стр,3,стр 3,Нежил,"Москва, Звенигородское шоссе, 20 стр 3",C7,"37,552876","55,764926",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001039,0,Москва,Звенигородское шоссе,20 стр 4,20, , ,стр,4,стр 4,Нежил,"Москва, Звенигородское шоссе, 20 стр 4",C7,"37,553568","55,765608",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001040,0,Москва,Звенигородское шоссе,20 стр 6,20, , ,стр,6,стр 6,Нежил,"Москва, Звенигородское шоссе, 20 стр 6",C7,"37,554615","55,764879",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001052,0,Москва,Звенигородское шоссе,2 стр 2,2, , ,стр,2,стр 2,Нежил,"Москва, Звенигородское шоссе, 2 стр 2",C7,"37,558892","55,763851",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001054,0,Москва,Ленинградский проспект,13 стр 1А,13, , ,стр,1А,стр 1А,Нежил,"Москва, Ленинградский проспект, 13 стр 1А",C9,"37,5728","55,780913",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001055,0,Москва,Ленинградский проспект,1А,1А, , , , , ,Нежил,"Москва, Ленинградский проспект, 1А",C9,"37,58125","55,777651",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001056,0,Москва,Ленинградский проспект,1 стр 2,1, , ,стр,2,стр 2,Нежил,"Москва, Ленинградский проспект, 1 стр 2",C9,"37,580629","55,777903",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001057,0,Москва,Ленинградский проспект,21 стр 1,21, , ,стр,1,стр 1,Нежил,"Москва, Ленинградский проспект, 21 стр 1",C9,"37,56991","55,782918",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001058,0,Москва,Ленинградский проспект,3 стр 1,3, , ,стр,1,стр 1,Нежил,"Москва, Ленинградский проспект, 3 стр 1",C9,"37,578474","55,777626",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001059,0,Москва,Ленинградский проспект,5 стр 1,5, , ,стр,1,стр 1,Нежил,"Москва, Ленинградский проспект, 5 стр 1",C9,"37,57721","55,779498",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001060,0,Москва,Ленинградский проспект,5 стр 8-9,5, , ,стр,8-9,стр 8-9,Нежил,"Москва, Ленинградский проспект, 5 стр 8-9",C9,"37,577564","55,779327",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001061,0,Москва,Нижняя,11 стр Г,11, , ,стр,Г,стр Г,Нежил,"Москва, Нижняя, 11 стр Г",C9,"37,576574","55,776054",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001062,0,Москва,Нижняя,12 стр 1,12, , ,стр,1,стр 1,Нежил,"Москва, Нижняя, 12 стр 1",D3,"37,574536","55,7761",10,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001063,0,Москва,Нижняя,13,13, , , , , ,Нежил,"Москва, Нижняя, 13",C9,"37,576609","55,775847",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001064,0,Москва,площадь Тверская Застава,5 стр 1,5, , ,стр,1,стр 1,Нежил,"Москва, площадь Тверская Застава, 5 стр 1",C8,"37,580938","55,775633",10,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001065,0,Москва,площадь Тверская Застава,7 стр 1,7, , ,стр,1,стр 1,Нежил,"Москва, площадь Тверская Застава, 7 стр 1",C8,"37,581726","55,776342",5,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001066,0,Москва,площадь Тверская Застава,7 стр 2,7, , ,стр,2,стр 2,Нежил,"Москва, площадь Тверская Застава, 7 стр 2",C8,"37,580923","55,776036",10,5,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001067,0,Москва,площадь Тверская Застава,7 стр 3,7, , ,стр,3,стр 3,Нежил,"Москва, площадь Тверская Застава, 7 стр 3",C8,"37,57927","55,775478",10,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001068,0,Москва,Пресненский Вал,27 стр 10,27, , ,стр,10,стр 10,Нежил,"Москва, Пресненский Вал, 27 стр 10",C8,"37,572182","55,773105",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001069,0,Москва,Пресненский Вал,27 стр 13,27, , ,стр,13,стр 13,Нежил,"Москва, Пресненский Вал, 27 стр 13",C8,"37,575104","55,773708",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001070,0,Москва,Пресненский Вал,27 стр 14,27, , ,стр,14,стр 14,Нежил,"Москва, Пресненский Вал, 27 стр 14",C8,"37,569802","55,772807",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001071,0,Москва,Пресненский Вал,27 стр 17,27, , ,стр,17,стр 17,Нежил,"Москва, Пресненский Вал, 27 стр 17",C8,"37,574942","55,773196",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001072,0,Москва,Пресненский Вал,27 стр 18,27, , ,стр,18,стр 18,Нежил,"Москва, Пресненский Вал, 27 стр 18",C8,"37,571231","55,772959",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001073,0,Москва,Пресненский Вал,27 стр 19,27, , ,стр,19,стр 19,Нежил,"Москва, Пресненский Вал, 27 стр 19",C8,"37,571216","55,773363",10,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001074,0,Москва,Пресненский Вал,27 стр 2,27, , ,стр,2,стр 2,Нежил,"Москва, Пресненский Вал, 27 стр 2",C8,"37,570399","55,772814",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001075,0,Москва,Пресненский Вал,27 стр 21,27, , ,стр,21,стр 21,Нежил,"Москва, Пресненский Вал, 27 стр 21",C8,"37,571527","55,773566",10,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001076,0,Москва,Пресненский Вал,27 стр 22,27, , ,стр,22,стр 22,Нежил,"Москва, Пресненский Вал, 27 стр 22",C8,"37,568758","55,772019",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001077,0,Москва,Пресненский Вал,27 стр 23,27, , ,стр,23,стр 23,Нежил,"Москва, Пресненский Вал, 27 стр 23",C8,"37,566581","55,772198",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001078,0,Москва,Пресненский Вал,27 стр 27,27, , ,стр,27,стр 27,Нежил,"Москва, Пресненский Вал, 27 стр 27",C8,"37,576231","55,773779",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001079,0,Москва,Пресненский Вал,27 стр 29,27, , ,стр,29,стр 29,Нежил,"Москва, Пресненский Вал, 27 стр 29",C8,"37,575041","55,773407",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001080,0,Москва,Пресненский Вал,27 стр 30,27, , ,стр,30,стр 30,Нежил,"Москва, Пресненский Вал, 27 стр 30",C8,"37,574713","55,773302",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001081,0,Москва,Пресненский Вал,27 стр 32,27, , ,стр,32,стр 32,Нежил,"Москва, Пресненский Вал, 27 стр 32",C8,"37,575738","55,773955",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001082,0,Москва,Пресненский Вал,27 стр 35,27, , ,стр,35,стр 35,Нежил,"Москва, Пресненский Вал, 27 стр 35",C8,"37,571586","55,772539",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001083,0,Москва,Пресненский Вал,27 стр 9,27, , ,стр,9,стр 9,Нежил,"Москва, Пресненский Вал, 27 стр 9",C8,"37,569424","55,772108",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001084,0,Москва,Пресненский Вал,29,29, , , , , ,Нежил,"Москва, Пресненский Вал, 29",C8,"37,57268","55,772571",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001085,0,Москва,Пресненский Вал,9 стр 1,9, , ,стр,1,стр 1,Нежил,"Москва, Пресненский Вал, 9 стр 1",C7,"37,564447","55,768836",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001086,0,Москва,Пресненский Вал,9 стр 1А,9, , ,стр,1А,стр 1А,Нежил,"Москва, Пресненский Вал, 9 стр 1А",C7,"37,563536","55,768906",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001087,0,Москва,Пресненский Вал,9 стр 4,9, , ,стр,4,стр 4,Нежил,"Москва, Пресненский Вал, 9 стр 4",C7,"37,564499","55,767842",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001088,0,Москва,Пресненский Вал,9 стр 9,9, , ,стр,9,стр 9,Нежил,"Москва, Пресненский Вал, 9 стр 9",C7,"37,562929","55,768187",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001089,0,Москва,Расторгуевский переулок,3 стр 4,3, , ,стр,4,стр 4,Нежил,"Москва, Расторгуевский переулок, 3 стр 4",C6,"37,567505","55,765087",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001090,0,Москва,Расторгуевский переулок,3 стр 5,3, , ,стр,5,стр 5,Нежил,"Москва, Расторгуевский переулок, 3 стр 5",C6,"37,567688","55,765234",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001092,0,Москва,Сергея Макеева,12,12, , , , , ,Нежил,"Москва, Сергея Макеева, 12",C7,"37,555004","55,766609",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001093,0,Москва,Скаковая,17,17, , , , , ,БЦ,"Москва, Скаковая, 17",C9,"37,573963","55,778174",5,15,active, ,0,0,0, ,778, ,15
KFC Belorusskaya Moscow,5003001094,0,Москва,Скаковая,17 стр 1,17, , ,стр,1,стр 1,Нежил,"Москва, Скаковая, 17 стр 1",C9,"37,573424","55,778376",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001095,0,Москва,Скаковая,19,19, , , , , ,Нежил,"Москва, Скаковая, 19",C9,"37,574841","55,777588",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001096,0,Москва,Скаковая,20 стр 7,20, , ,стр,7,стр 7,Нежил,"Москва, Скаковая, 20 стр 7",D3,"37,568151","55,780709",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001097,0,Москва,Скаковая,32 стр 4,32, , ,стр,4,стр 4,Нежил,"Москва, Скаковая, 32 стр 4",D3,"37,57083","55,777733",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001098,0,Москва,Скаковая,36 стр 12,36, , ,стр,12,стр 12,Нежил,"Москва, Скаковая, 36 стр 12",D3,"37,572064","55,776338",10,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001099,0,Москва,Скаковая,36 стр 5,36, , ,стр,5,стр 5,Нежил,"Москва, Скаковая, 36 стр 5",D3,"37,573175","55,776072",10,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001100,0,Москва,Скаковая,36 стр 8,36, , ,стр,8,стр 8,Нежил,"Москва, Скаковая, 36 стр 8",D3,"37,573505","55,775984",10,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001101,0,Москва,Скаковая,3 стр 6,3, , ,стр,6,стр 6,Нежил,"Москва, Скаковая, 3 стр 6",C9,"37,567404","55,783043",10,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001102,0,Москва,Скаковая,7/21А,7/21А, , , , , ,Нежил,"Москва, Скаковая, 7/21А",C9,"37,568265","55,782003",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001103,0,Москва,Скаковая аллея,11,11, , , , , ,Нежил,"Москва, Скаковая аллея, 11",D3,"37,565836","55,780939",10,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001104,0,Москва,Ходынская,12А стр 4,12А, , ,стр,4,стр 4,Нежил,"Москва, Ходынская, 12А стр 4",C8,"37,557651","55,771587",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001105,0,Москва,Ходынская,3 стр 12,3, , ,стр,12,стр 12,Нежил,"Москва, Ходынская, 3 стр 12",C7,"37,563385","55,767475",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001106,0,Москва,Ходынская,3 стр 4,3, , ,стр,4,стр 4,Нежил,"Москва, Ходынская, 3 стр 4",C7,"37,562789","55,766795",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001107,0,Москва,Ходынская,3 стр 6,3, , ,стр,6,стр 6,Нежил,"Москва, Ходынская, 3 стр 6",C7,"37,562644","55,765849",5,0,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001108,0,Москва,Ходынская,5 стр 18,5, , ,стр,18,стр 18,Нежил,"Москва, Ходынская, 5 стр 18",C7,"37,557903","55,768861",5,0,active, ,0,0,0, ,0, ,0
KFC Belorusskaya Moscow,5003001110,0,Москва,1-я Ямского Поля,10,10, , , , , ,Нежил,"Москва, 1-я Ямского Поля, 10",C10,"37,583838","55,780008",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001111,0,Москва,1-я Ямского Поля,12 кор 2,12,кор,2, , , ,Нежил,"Москва, 1-я Ямского Поля, 12 кор 2",C10,"37,584321","55,780374",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001112,0,Москва,1-я Ямского Поля,12 стр 6,12, , ,стр,6,стр 6,Нежил,"Москва, 1-я Ямского Поля, 12 стр 6",C10,"37,58479","55,780515",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001113,0,Москва,1-я Ямского Поля,15 стр 2,15, , ,стр,2,стр 2,Нежил,"Москва, 1-я Ямского Поля, 15 стр 2",C10,"37,583549","55,782023",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001114,0,Москва,1-я Ямского Поля,15 стр 3,15, , ,стр,3,стр 3,Нежил,"Москва, 1-я Ямского Поля, 15 стр 3",C10,"37,583071","55,782018",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001115,0,Москва,1-я Ямского Поля,15 стр 4,15, , ,стр,4,стр 4,Нежил,"Москва, 1-я Ямского Поля, 15 стр 4",C10,"37,583841","55,782386",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001116,0,Москва,1-я Ямского Поля,16 стр 1,16, , ,стр,1,стр 1,Нежил,"Москва, 1-я Ямского Поля, 16 стр 1",C10,"37,585368","55,781473",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001117,0,Москва,1-я Ямского Поля,16 стр 2,16, , ,стр,2,стр 2,Нежил,"Москва, 1-я Ямского Поля, 16 стр 2",C10,"37,585228","55,781172",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001118,0,Москва,1-я Ямского Поля,17 кор 10,17,кор,10, , , ,Нежил,"Москва, 1-я Ямского Поля, 17 кор 10",C10,"37,582874","55,783258",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001119,0,Москва,1-я Ямского Поля,17 кор 11,17,кор,11, , , ,Нежил,"Москва, 1-я Ямского Поля, 17 кор 11",C10,"37,584992","55,784595",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001120,0,Москва,1-я Ямского Поля,17 кор 12,17,кор,12, , , ,Нежил,"Москва, 1-я Ямского Поля, 17 кор 12",C10,"37,584719","55,784099",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001121,0,Москва,1-я Ямского Поля,17 кор 13,17,кор,13, , , ,Нежил,"Москва, 1-я Ямского Поля, 17 кор 13",C10,"37,584047","55,78346",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001122,0,Москва,1-я Ямского Поля,17 кор 14,17,кор,14, , , ,Нежил,"Москва, 1-я Ямского Поля, 17 кор 14",C10,"37,584756","55,785062",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001123,0,Москва,1-я Ямского Поля,17 кор 25 стр 3,17,кор,25,стр,3,стр 3,Нежил,"Москва, 1-я Ямского Поля, 17 кор 25 стр 3",C10,"37,584611","55,783658",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001124,0,Москва,1-я Ямского Поля,17 кор 8,17,кор,8, , , ,Нежил,"Москва, 1-я Ямского Поля, 17 кор 8",C10,"37,583499","55,783661",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001125,0,Москва,1-я Ямского Поля,17 кор 9,17,кор,9, , , ,Нежил,"Москва, 1-я Ямского Поля, 17 кор 9",C10,"37,584199","55,784365",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001126,0,Москва,1-я Ямского Поля,17 стр 1,17, , ,стр,1,стр 1,Нежил,"Москва, 1-я Ямского Поля, 17 стр 1",C10,"37,584484","55,783319",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001127,0,Москва,1-я Ямского Поля,17 стр 14Б,17, , ,стр,14Б,стр 14Б,Нежил,"Москва, 1-я Ямского Поля, 17 стр 14Б",C10,"37,584279","55,785024",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001128,0,Москва,1-я Ямского Поля,19 стр 1,19, , ,стр,1,стр 1,Нежил,"Москва, 1-я Ямского Поля, 19 стр 1",C10,"37,584201","55,782902",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001129,0,Москва,1-я Ямского Поля,24,24, , , , , ,Жил,"Москва, 1-я Ямского Поля, 24",C10,"37,584894","55,782432",5,15,active, ,1954,7,168,кирпич,450, ,15
KFC Belorusskaya Moscow,5003001130,0,Москва,1-я Ямского Поля,24А,24А, , , , , ,Нежил,"Москва, 1-я Ямского Поля, 24А",C10,"37,584464","55,781437",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001131,0,Москва,1-я Ямского Поля,24 стр 2,24, , ,стр,2,стр 2,Нежил,"Москва, 1-я Ямского Поля, 24 стр 2",C10,"37,585373","55,781758",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001132,0,Москва,1-я Ямского Поля,28,28, , , , , ,Нежил,"Москва, 1-я Ямского Поля, 28",C10,"37,585871","55,783937",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001133,0,Москва,1-я Ямского Поля,28 стр 12,28, , ,стр,12,стр 12,Нежил,"Москва, 1-я Ямского Поля, 28 стр 12",C10,"37,585629","55,783355",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001134,0,Москва,1-я Ямского Поля,28 стр 13,28, , ,стр,13,стр 13,Нежил,"Москва, 1-я Ямского Поля, 28 стр 13",C10,"37,585237","55,783418",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001135,0,Москва,1-я Ямского Поля,28 стр 3,28, , ,стр,3,стр 3,Нежил,"Москва, 1-я Ямского Поля, 28 стр 3",C10,"37,585616","55,783244",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001136,0,Москва,1-я Ямского Поля,2 кор 12А,2,кор,12А, , , ,БЦ,"Москва, 1-я Ямского Поля, 2 кор 12А",C10,"37,583568","55,781484",5,10,active, ,0,0,0, ,556,Технопарк Наука,15
KFC Belorusskaya Moscow,5003001137,0,Москва,1-я Ямского Поля,30,30, , , , , ,Нежил,"Москва, 1-я Ямского Поля, 30",C10,"37,58632","55,784751",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001138,0,Москва,1-я Ямского Поля,8,8, , , , , ,Нежил,"Москва, 1-я Ямского Поля, 8",C10,"37,583637","55,779598",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001139,0,Москва,1-я Ямского Поля,8 стр 1,8, , ,стр,1,стр 1,Нежил,"Москва, 1-я Ямского Поля, 8 стр 1",C10,"37,58269","55,779317",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001140,0,Москва,1-я Ямского Поля,8 стр 2,8, , ,стр,2,стр 2,Нежил,"Москва, 1-я Ямского Поля, 8 стр 2",C10,"37,582681","55,779587",5,10,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001141,0,Москва,1-я Ямского Поля,9/13,9/13, , , , , ,БЦ,"Москва, 1-я Ямского Поля, 9/13",C10,"37,583318","55,781143",5,10,active, ,0,0,0, ,556,Технопарк Наука,15
KFC Belorusskaya Moscow,5003001142,0,Москва,1-я Ямского Поля,вл 19 стр 4,19, , ,стр,4,стр 4,Нежил,"Москва, 1-я Ямского Поля, вл 19 стр 4",C10,"37,583519","55,782832",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001143,0,Москва,3-я Ямского Поля,13,13, , , , , ,Нежил,"Москва, 3-я Ямского Поля, 13",C10,"37,579658","55,7823",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001144,0,Москва,3-я Ямского Поля,15,15, , , , , ,Нежил,"Москва, 3-я Ямского Поля, 15",C10,"37,578747","55,782507",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001145,0,Москва,3-я Ямского Поля,15 стр 2,15, , ,стр,2,стр 2,Нежил,"Москва, 3-я Ямского Поля, 15 стр 2",C10,"37,578363","55,782126",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001146,0,Москва,3-я Ямского Поля,17,17, , , , , ,Жил,"Москва, 3-я Ямского Поля, 17",C10,"37,578217","55,782904",5,15,active, ,1989,12,96,панель,257, ,15
KFC Belorusskaya Moscow,5003001147,0,Москва,3-я Ямского Поля,17А,17А, , , , , ,Нежил,"Москва, 3-я Ямского Поля, 17А",C10,"37,577644","55,782587",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001148,0,Москва,3-я Ямского Поля,18,18, , , , , ,БЦ,"Москва, 3-я Ямского Поля, 18",C10,"37,58066","55,782529",5,15,active, ,0,0,0, ,754, ,15
KFC Belorusskaya Moscow,5003001149,0,Москва,3-я Ямского Поля,19 стр 1,19, , ,стр,1,стр 1,Нежил,"Москва, 3-я Ямского Поля, 19 стр 1",C10,"37,577293","55,783029",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001150,0,Москва,3-я Ямского Поля,19 стр 2,19, , ,стр,2,стр 2,Нежил,"Москва, 3-я Ямского Поля, 19 стр 2",C10,"37,577057","55,783135",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001151,0,Москва,3-я Ямского Поля,20 стр 1,20, , ,стр,1,стр 1,Нежил,"Москва, 3-я Ямского Поля, 20 стр 1",C10,"37,580172","55,782793",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001152,0,Москва,3-я Ямского Поля,20 стр 2,20, , ,стр,2,стр 2,Нежил,"Москва, 3-я Ямского Поля, 20 стр 2",C10,"37,580708","55,783301",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001153,0,Москва,3-я Ямского Поля,24,24, , , , , ,Нежил,"Москва, 3-я Ямского Поля, 24",C10,"37,580076","55,783105",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001154,0,Москва,3-я Ямского Поля,26,26, , , , , ,Нежил,"Москва, 3-я Ямского Поля, 26",C10,"37,579442","55,78299",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001155,0,Москва,3-я Ямского Поля,26А,26А, , , , , ,Нежил,"Москва, 3-я Ямского Поля, 26А",C10,"37,57902","55,783169",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001156,0,Москва,3-я Ямского Поля,28,28, , , , , ,Нежил,"Москва, 3-я Ямского Поля, 28",C10,"37,579665","55,783596",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001157,0,Москва,3-я Ямского Поля,28 стр 1,28, , ,стр,1,стр 1,Нежил,"Москва, 3-я Ямского Поля, 28 стр 1",C10,"37,579169","55,783363",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001158,0,Москва,3-я Ямского Поля,2 кор 1,2,кор,1, , , ,Нежил,"Москва, 3-я Ямского Поля, 2 кор 1",C10,"37,580968","55,782825",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001159,0,Москва,3-я Ямского Поля,2 кор 11,2,кор,11, , , ,Нежил,"Москва, 3-я Ямского Поля, 2 кор 11",C10,"37,583041","55,782826",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001160,0,Москва,3-я Ямского Поля,2 кор 13,2,кор,13, , , ,БЦ,"Москва, 3-я Ямского Поля, 2 кор 13",C10,"37,582905","55,781346",5,10,active, ,0,0,0, ,556,Технопарк Наука,15
KFC Belorusskaya Moscow,5003001161,0,Москва,3-я Ямского Поля,2 кор 14,2,кор,14, , , ,Нежил,"Москва, 3-я Ямского Поля, 2 кор 14",C10,"37,583154","55,783631",5,15,active, ,0,0,0, ,0, ,15
KFC Belorusskaya Moscow,5003001162,0,Москва,3-я Ямского Поля,2 кор 16,2,кор,16, , , ,Нежил,"Москва, 3-я Ямского Поля, 2 кор 16",C10,"37,581158","55,781996",5,15,active, ,0,0,0, ,0, ,15
